,class,tweet
1177,1,"rt @upasbook: @glinda_r @spooniescouch cymbalta withdrawal is getting top billing at the moment, however. ugh! xx"
1178,1,"@aaronm effexor was a boner killer, absolutely. welbutrin goes the other way."
1179,1,"found out that it could be two months before i sleep well again now that i'm off seroquel. srsly, fuck the psychiatrist that put me on it."
1180,0,"if james blake embodies depression, which artist is cymbalta?"
1181,1,going to bed with a nicotine patch on... i really hope i don't have a nightmare.......
1182,1,@amyelle11 i was on venlafaxine after the citalopram but it messed up my sleep :(
1183,1,only problem is i'm hungry. seroquel nation hunger :(
1185,1,am i the only one that grinds the shit out of their teeth on vyvanse? #cantbetheonlyone #icouldstudyforfinalsidonthave
1186,1,i really hate the fact that i feel like i need to throw up while at work. maybe taking my vyvanse wasn't a good idea
1187,0,"and that, ladies and gentlemen, is that. fuzzy noisy head = sleep #quetiapine"
1188,1,"@nullfuture me too. major fatness since i started on the fabulous, non-soporific, weight-gaining quetiapine. it has to go or i will die."
1190,1,"effexor side effects; headaches, no appetite."
1192,0,"fosamax has been linked to many severe side effects that include femur fractures, esophagus problems,&amp; hardening of the jaw. 1.888.520.5202"
1193,1,"fda needs a warning label on vyvanse: ""consumption of this drug may result in major ocd/many unneeded hrs at work"" http://t.co/ugxj62lpim"
1194,0,"@eddo75 ...i may just at this gentle, gentle man for a while, soothing, like a big gay lozenge... http://t.co/zuce0xgwtp"
1195,1,pop a trazodone i have fuckin dry mouth
1196,1,#lamotrigine headaches suck :( i wanna curl up &amp; cry.
1197,1,@iamcarrieeeeee not eating that badly but portions prob too big. quetiapine a factor. think i'd be ok with gentle exercise but not vigorous
1198,0,iti needs to quit hiring teachers that have already retired from one job to take this one... imma overdose on vyvanse trying to stay awake
1199,0,"@jamieflear after bad side effects from remicade, i switched over to humira about 8 mo. ago and it's really helped me!"
1200,0,i been knocked the fuck out yo. like i took a seroquel or sumn
1201,0,"@billyjapan you are not taking any now? hub doesn't seem 100 % convinced. i'm lucky i'm on paxil for 16 years, feels that's my meds."
1202,1,just had a marathon sleep past 24hrs on new dose of #duloxetine -hope my liver will be ok on it.woke with stressy tummy pains. #sideeffects
1204,1,"21.55 rivaroxaban diary day 8. aches easing, back pain easing. swollen lower legs like fluid retention. i take 20mg. furosemide every a.m."
1208,1,@doctorchristian @c4dispatch re victoza i was prescribed this in 2010 for obesity. caused pancreatitis and digestive problems ever since
1210,1,@poet_carl_watts @yueesei ...  used to be on them #justaddanother ...worst was the psychotic episode when starting #paxil but one of my favs
1211,0,@kastel na g my 5ht levels are good just need a dopamine rush gonna pop me a bupropion or a venlafaxine. want some yeh
1212,0,"rt @polorize: the mental illness circle is not without it's elitists:  ""i'm on effexor.""  ""pfft amateur."""
1213,1,"@parthritis i don't know that one, but metho made me sick  everyday i took it. i had to stop. enbrel has worked wonders for me .. so far"
1215,1,rt @vinniemedugno: @sonniedetore i cannot be in the sun! #levaquin
1216,1,#epilepsy is sucktastic. neuro appt monday to discuss a third med after getting the rash with lamotrigine and the glaucoma with topiramate.
1220,1,"oh, and i forgot that with lamotrigine come awful night terrors. i woke up no fewer than five times screaming and sweaty. #lol"
1221,1,@clarketacular fanapt was the only thing that calmed her rages but comes with tremors.   i'm so sorry :(
1222,0,trying to go to bed early tonight. took my trazodone again just so i hopefully don't wake up at five am but i probably will ugh
1223,1,i'm becoming too tolerant to vyvanse #notgrooy
1224,0,"@bpdprincessx it is but i dont know if its due to the lamotrigine, baby brain, dissociation or just forgetfulness, its concerning. xx"
1225,0,"depression hurts, cymbalta can help http://t.co/izkmfhudi1"
1226,0,really could use a vyvanse right about now. fuck summer classes
1227,0,"i know things in life could be easier with #diazapam #tremazepam #effexor #fluoxetide, but it wouldn't solve the problem. #alwaysthehardway"
1228,0,"it's official! in 2 weeks, i'll be adopting a sweet little baby guinea pig! i've decided to name him viibryd, and nickname him vivi. :)"
1229,1,"rt @ajswurld: @parthritis i don't know that one, but metho made me sick  everyday i took it. i had to stop. enbrel has worked wonders for m?"
1230,0,@nicoledvm was doing ofloxacin q3 hours first day now q6 hrs? has responded.
1231,1,@jennniff i didn't take a zopiclone in the end.. but i'm third day of no quetiapine &amp; i'm eating incredibly differently!
1232,0,@fashonbutterfly enbrel has a great support system and helps with my enormous copays!!!
1233,0,doubling on the seroquel = passing the fuck out. night bitches ?
1234,1,@shipmom cipro is awful makes me sick as a dog too
1235,0,@piss_wizard they're switching me to effexor! look at me i'm the silver linings playbook and shit i feel like a star!!
1236,0,if you take humira it will get rid of you red patches but its gonna give you about 4 different cancers. commercials always confuse me..
1237,1,allergic reaction to #lamotrigine. feel free to share &amp; distribute. kill #bigpharma before it kills us. http://t.co/spmda8toqt
1238,0,@jonny_wags @hey_jeffrey wellbutrin did a pretty good job canceling out the side effects of effexor back when i was on both.
1239,1,venlafaxine hangover finally starting to shift after 2 huge mugs of hot water with giant pieces of lemon...
1240,1,last night i was a mermaid and then a wizard who had to save the world while being hunted by the japanese... err thank you #trazodone ?
1241,1,it can get really cold when you have a halls lozenge
1242,1,nicotine withdrawals. #needasmoke
1243,0,@gordonalanbeard @rtaylor_mep @janebyfield actually inhaled nicotine vapour is studied - by pharma - nicotrol inhaler. good enuff 4 them...
1244,1,"@sleazeballz @kanako_ukfur was on lamotrigine for about 5 months, got taken off them due to a rash on my elbow :/ now i feel more meh"
1245,0,shoutout to vyvanse just cause #40mg
1246,0,i'm infusion tysabri. my monthly fillup!!
1247,1,@ineedyouhere66 ugh the olanzapine makes me so tired :(
1250,0,okay my vyvanse has completely worn off. time to put up the books.
1251,1,@thebookgirl985 trazodone makes me hungry. prop my eyelids open with toothpicks and drive me to a buffet?
1253,0,somebody please give kendrick lamar a throat lozenge #bonnaroo
1254,1,"only one day in and mirtazapine is like fluoxetine all over again, it just makes me so tiered"
1255,1,rt @kaylaamorley: never take your vyvanse at fucking 4 pm... #teamnosleep
1256,1,"@thekatieduke pt with similar found out trazodone can do the same. md said it was common. ""trazodone gives you a bone"". he is a poet."
1257,1,?@brycesheppard21: popped a vyvanse im sweatin?#schoollife
1258,1,me too. i used to call geodon the potato drug bcuz that's what i looked like after just 5 weeks on it..  @beyondmeds @medskep
1259,1,i'm void of nicotine and my moods are void of stability.
1260,1,it was 6th period when i was still fucked up off them vicodins &amp; seroquel. i remember it was lunch &amp; i left because something pissed me off.
1261,1,i fell asleep and woke back up again. trying a quarter of a seroquel instead of half this time. i'd like to get out of bed tomorrow.
1262,1,"um yay venlafaxine set off a mixed episode. calming down now after weeks, now back to the depression of before. yay indeed"
1263,1,bedtime. hopefully  the headache and nausea from the levaquin will be gone leaving me with only the more common side effects of antibiotics.
1265,1,popped a fluoxetine im sweating
1266,1,@dsymons @trainingwithra @lisabinkc my husband gives me my humira injections. we use the pens. it hurts too bad to give them to myself.
1267,1,rivaroxaban diary 2/2 ..but not hungry. has to be taken with food. only had 1 hot drink and 1 slice of bread so far today
1268,0,"novo nordisk's a. moses says that their studies, so far, can neither establish nor exclude a link between liraglutide and pancreatic cancer."
1269,0,@girl_interrupt_ yes totally. psych prescribed me quetiapine to help #bpdchat
1270,0,i took my seroquel over an hour ago hoping it'd make me fall asleep but i'm still up
1271,0,reason 2 prepare risotto milanese rt @foodiefollows: saffron has antidepressant effects like prozac - increases serotonin 2 brain #cooking
1272,0,"if you can't sleep in a high stress job, the latest best thing, under the care of a qualified physician, is low dose quetiapine (seroquel)."
1273,1,@blednos lamictal and trileptal and seroquel...of course the seroquel i take in severe situations because gaining weight is never cool
1274,0,rt @tallatrialogue: the fda recently approved paroxetine (which in higher doses is marketed as the antidepressant paxil) as a... http://t.c?
1275,1,think i'm going to test this quetiapine headache theory &amp; take some prn &amp; see if it goes away.
1276,1,"got offered a seat on the tube this morning. quetiapine, like pregnancy, but hungrier. #bipolarlifestylechoice"
1277,1,".@tootingrebecca at last, a good side effect. couldn't go back on seroquel due to diabetes risk."
1278,1,"abilify for 3 weeks has made me lose 1/6 of the weight i put on w/seroquel, and i've been eating like shit. i love you abilify!"
1279,1,@cheer_bear13 @lithiumlibgirl i couldn't take lamictal 1 week into it i got the rash.a rush trip to the er.6 months till rash was gone.
1280,0,fibro question: who has been on the drug merry-go round? (vicodin to lyrica to elavil to lunesta to cymbalta to lexipro on and on.)
1281,0,"and my fluoxetine. hmm, hot dayum prozac"
1282,1,"@adandelionmind i had itchy skin at night on venlafaxine, i react badly to insect bites too."
1283,0,whenever i see the humira commercial i feel special #thankgodforhumira #crohnsdisease
1284,1,being sick every morning is getting really old. not sure if anxiety or my body getting used to paxil.  anyone know?
1285,1,@arzbrocki nawh bactrim. cipro made me sick once.
1286,1,@pk_money i took a vyvanse and drank a 12oz redbull this morning. my heart was hurting a lil bit haha
1287,0,"@wolfrum i didn't think u did from reading your blog..  and u need a good weed man is all,  fuck paxil.  #sourdiesel"
