,type,tweet
1950,1,god knows how i'm going to sleep tonight after sleeping 9 hours in the day ? #trazodone ?
979,0,so i'm watching side effects &amp; the old shrink is telling the new shrink what girl used to take &amp; says effexor. i'm like hey i take that lmao
274,1,"i'm so fine today. increasing zyprexa,my condisition became so good. it has a side effect that increase my weight. i must care about it."
1634,0,@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac. i red 'pizza' not prozac
1452,0,"its astonishing the amount of people that dont understand english, btw mother won't give me food unless i take my olanzapine blackmail"
881,1,cymbalta withdrawals. need to get script. head is spinning. blood pressure low.  i hate depending on drugs to live.
774,0,"no! i always get cipro before i travel but never had to use it, not even in mexico! mt @johnnyjet: ever call doctor on a trip? #travelskills"
163,0,quetiapine or olanzapine for mild to moderate anxiety #older persons mental health
127,1,"also, yay addiction. it's drugs i need for living, but it's still dependance. every time i get a ""paxil headache"" i realize this. oh well."
1889,1,"i have been on seroquel (quetiapine) for so long i don't even know what the side-effects are! although, i think overheating is definitely 1."
1587,1,"@spectagoggles jeez, and to think i'm suffering without my pristiq for a few days (we've reached the ""random crying"" phase). two weeks yikes"
2194,0,rt @vyvanseswag: sleep is for people who don't have anymore vyvanse.
2118,1,@nikkimarieeeee lucky bitch i took vyvanse today as it makes me not eat i just wanna be able to wanna eat ugh
1060,1,@nicoleccoelho i take fluoxetine and it doesn't do shit it just makes me dizzy and tired
2101,1,@skernandez because i realized vyvanse after a certain time of taking it increased my anxiety and made me more irrational.
678,1,i'm so irritable when my vyvanse wears off #fuckkk
1262,0,rt @alldiabetesnews: trajenta? (linagliptin): new data on safety and efficacy in type 2 diabetes patients with renal impairment http://t.co?
659,1,"@fatuglyew thing about venlafaxine is the withdrawals when you're late for a dose - it's like electric shocks in your brain, and they go -"
1911,1,oops meant to say janice ian. that's why my doctor took me off seroquel... because it makes me retarded.
813,1,@liver_bird_87 @miztinkerbella when i was on cymbalta and visanne i could not orgasm at all!!!
2099,0,?@googlemebih: goodmorning world!! it's gonna be a good day of class. *pops vyvanse*? you too?
1772,1,"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol"
449,0,"@emptyoffeelings what, antidepressants? i'm on fluoxetine (prozac) right now, why?xx"
2115,1,?@r_kohler1: this 40 hours of no sleeping really sucks #vyvanse? was just going to tweet this
1303,0,@equinejournal neue schule trans-angle lozenge every time
1668,0,rt @uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.
130,1,@almostwell yeh same bk felt like sumo wrestler on it all time :( think its f****ed me 4life :( ironic as humira is used to treat artheritis
1882,1,@obsidianvormund was on seroquel for years in my teens &amp; stopped taking it. a 'quack' doc put me back on it &amp; i gained 50 in 3 months.
1152,1,"@shellyfanelly i was on #azathioprine for about 8 years, it worked well, now on #humira instead though which is knocking me about"
431,1,crying randomly at nothing and everything. sigh. thank you #effexor #withdrawls can you just exit my system already.
2168,1,?@vyvanseswag: i run on vyvanse and redbull.? so done with that life. vyvance cooked my brain like a stove top
395,0,@youngq1313 ya i refuse cipro. i do bactrum if i need an antibiotic
51,1,1/2 vitamin d malsorption and damaged photosynthesis of sun shine in to vitamin d from levaquin toxicity leading to calcium problems.
408,1,the cipro in you eyes burns but works its buffered for your ears seems stupid but if they take your life take it back
940,0,i can't stop crying it will never get fucking better and i've enough i'll get all of my effexor and all of my xanax and all of my vivance
143,1,"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol"
644,1,"@craigsdaughter no joke!  #tysabri worked like a charm for me, til my immune system went poof.  hopeful about #tecfidera :)"
970,1,the effexor dreams have taken a terrifying turn. ugh.
1282,0,rt @walterbrianna1 scrapbooking: finite lozenge introductory study
1972,0,@radxradio this made me laugh. trazodone here. sweet dreams! ;)
1843,0,"@pbandjenelley_1 nope, let's try this. shall we open the pages? page 10 ""duffy sold me that seroquel and xanax"" http://t.co/phnyg1kryv"
1078,0,rt @cutandpurge: liquid fluoxetine tastes like crap.
672,1,ugh i wish my vyvanse didn't make my stomach hurt so bad???
153,1,my house smells of bacon &amp; seroquel is making me so hungry i want to tear my own face off &amp; eat it or cry or maybe both at once.
1160,1,going to the hair salon is no longer a pleasant experience.how much are we cutting?half of it. #crohns #hairloss #autoimmune disease #humira
1213,1,"@milynda lamictal makes you sleepy at night, but i take it around 10 or so. once you get in the system, you start falling asleep normally."
428,1,#effexor #withdrawl is a monster that i have taken by the horns and am wrestling to the ground...this time i am winning! 7thdayfree
1075,1,"ok, i'm pretty sure that missing 2 doses of fluoxetine (pure disorderliness/schedule fail) was responsible for my joint pain."
1462,1,"day has been a right off. missed opticians&amp;slept aw day. sitting here torn faced, wi greasy hair&amp;unwashed. swollen feet thx to olanzapine."
1,0,happy for wellbutrin; has similar effects as adderall.. trazodone is super promising for sleep.. but abilify can cause weight gain -_-
150,1,i don't know whether my vyvanse caused my caffeine addiction or caffeine caused my vyvanse addiction.
1642,0,?@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.? @katepburton ???
1077,0,rt @kenethcarpino: what is antidepressant fluoxetine is prescribed for? #depressiondrugs #ssri  #drug
1735,1,and quetiapine makes you gain weight i'm scared
595,1,"i'm tired of being tired, deffinatly #nap time for this girl. stupid #medications #paxil #trazodone #seroquel"
437,1,"down to just one tiny dose of effexor each night now. today wasnt too bad in terms of anxiety &amp; depression, but irritability? woosh!! way up"
1242,1,allergic reaction to #lamotrigine. feel free to share &amp; distribute. kill #bigpharma before it kills us. http://t.co/8gj415gas5
463,1,@crohnsdiaries hi i was on humira for 4 months worked great until i got sick last week. don't know if i will go back on it or not.
2111,1,seriously haven't ate one thing all damn day.. #vyvanse #add #damn
307,1,@psychiatrysho partly true but olanzapine is the worst ever for inducing carb cravings for some unfortunate ppl serequel and clozaril a 2nd
1900,1,"coming up this week: seroquel is notorious for two things - making you sleep until next tuesday, and leaving you a hangover.  lovely."
381,1,meds paranoia cos my leg is itching #lamictal #bipolar
1191,1,"@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good"
151,1,rt @vyvanseswag: i don't know whether my vyvanse caused my caffeine addiction or caffeine caused my vyvanse addiction.
1428,1,"have run out of olanzapine, was tapering off anyway but this is a bit too quick-feel restless. hot bath and diazepam time :("
1649,0,lol rt @happiebunnie: :d rt @uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.
1418,0,@nicoledvm was doing ofloxacin q3 hours first day now q6 hrs? has responded.
932,1,"@opium_district i've been having them today too, three days without effexor. i completely understand what you mean. every hit, lightheaded.."
2187,1,"all nighter is killing me right now, i hate you vyvanse"
775,1,@shipmom cipro is awful makes me sick as a dog too
203,1,@electrosocket i was on enbrel for 8 years have since developed neuro problems (ataxia) wish id never taken it side effects not worth risks
315,1,"2/2 blood tests scheduled. bp normal now have own coaguckek machine. still aches and pains, legs better. taking codeine rivaroxaban losartan"
965,1,effexor xr side effects : - sucidal thoughts - insomnia - feeling high &amp; unresponsible. -dry mouth.
156,1,@sdunn242 yup quetiapine. the normal dose at night whacks me out. i'd have been asleep til friday on double
193,1,i called for my effexor refill on wednesday. i was out. it's sunday and i can't stop screaming and crying
1362,0,i can feel the rush of nicotine from my lungs to my brain cells.
1679,1,or maybe that's the prozac ugh i need a nap always
301,1,rt @mad_in_america: my journey into the dark night of the soul was launched by an adverse reaction to the drug effexor. taking this... http
1114,1,humira got a real nigga tired?
1139,1,"starting humira tomorrow. :) i wonder if it will make me tired for a day or so like remicade did. if it works, it's worth it."
683,0,@anthonycumia #zimmerman was removed from vyvanse for mood swings before he was put on adderall see med report: http://t.co/4qqrotmzie
1489,1,"@moonsyrin @britni_rose talk to your doctor to see if you need to up your dose of paroxetine. it is possible to ""plateau"" on it..i did."
1856,1,"@jessbarrett227 taking someone off 150mg off seroquel, mixing it with olanzapine in 2 wks causes psychosis - a proper assess was not done."
370,1,"u wailed all night; now y'r disembodied sobbing all damn'd day, ghost? ? effexor-xr?discontinuation syndrome ain't exactly heaven, angel"
1780,1,"rivaroxaban diary ctd , neck and should ache, lower back pain and knee ache."
1912,1,fuck seroquel. i need to be awake
304,1,"dissociative fugues &amp; loss of empathy since age 11, serious cardio problems since age 14, almost dying of paxil withdrawal @ 21, that's a-ok"
2179,0,"i ain't even feel it yet tho, just barely took it.. already ate a bit, and drinking a calcium-enriched smoothie lolol #vyvanse"
2217,0,i'm on that good vyvanse and alcohol
474,1,why does tapering down lamotrigine feel as yucky as stepping it up? #soreashell
912,1,i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....
647,0,#tysabri day today!!!all good cause of the beautiful person i share the day with!love u liz!!!
2002,0,rt @mssocietyuk: take tysabri? live in cambridge/birmingham area? happy to do media interview? we'd love to hear from you. pipe up. get in ?
1771,1,18.08 day 11 rivaroxaban diary intense back pain  at a funeral from 10.30am.  paracetamol eventually took it off. very weak and aching knees
889,1,"rt @upasbook: @glinda_r @spooniescouch cymbalta withdrawal is getting top billing at the moment, however. ugh! xx"
488,1,this lozenge is making my whole mouth numb... is that normal?
377,1,"#seb2013 fluoxetine - prosac - reduces anxiety in humans, but it also reduces libido and causes lethargy"
67,1,"almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro."
1973,0,"i'd like to hang out, but trazodone and haldol combined with family guy on netflix have been pestering me to hang out. gnight cunts!"
